1,2016-11-22,158,126,135
2,2016-11-22,0,0,0
3,2016-11-22,25,23,24
5,2016-11-22,7,5,5
6,2016-11-22,17,11,11
7,2016-11-22,10,3,3
8,2016-11-22,9,11,12
9,2016-11-22,0,0,0
10,2016-11-22,0,3,3
11,2016-11-22,30,35,38
12,2016-11-22,0,5,5
13,2016-11-22,9,19,23
14,2016-11-22,39,32,34
15,2016-11-22,0,15,17
16,2016-11-22,73,70,71
17,2016-11-22,0,4,4
19,2016-11-22,3,7,7
20,2016-11-22,2,9,9
21,2016-11-22,215,141,158
22,2016-11-22,19,15,18
23,2016-11-22,93,81,101
24,2016-11-22,24,27,30
25,2016-11-22,45,29,36
26,2016-11-22,0,5,5
27,2016-11-22,455,349,364
28,2016-11-22,12743,2667,2909
29,2016-11-22,0,5,7
30,2016-11-22,0,1,1
31,2016-11-22,81,52,53
32,2016-11-22,35,41,45
34,2016-11-22,78,66,78
35,2016-11-22,1203,518,549
36,2016-11-22,1833,1019,1182
37,2016-11-22,49,41,44
38,2016-11-22,54,50,53
39,2016-11-22,52,51,52
40,2016-11-22,85,70,83
42,2016-11-22,20,22,23
43,2016-11-22,0,1,1
44,2016-11-22,10,24,24
45,2016-11-22,0,1,1
46,2016-11-22,4,4,5
47,2016-11-22,471,207,239
48,2016-11-22,39,47,48
49,2016-11-22,7,7,9
52,2016-11-22,15,29,29
53,2016-11-22,3359,1662,1786
54,2016-11-22,1426,559,635
55,2016-11-22,0,1,1
56,2016-11-22,33,34,36
57,2016-11-22,13,10,11
58,2016-11-22,0,5,5
59,2016-11-22,64,44,45
60,2016-11-22,19,31,32
62,2016-11-22,0,10,10
64,2016-11-22,652,281,287
65,2016-11-22,0,4,6
73,2016-11-22,996,578,640
74,2016-11-22,3,11,12
75,2016-11-22,15,16,16
78,2016-11-22,350,164,176
79,2016-11-22,26,25,28
80,2016-11-22,0,0,0
81,2016-11-22,89,68,71
82,2016-11-22,0,0,0
83,2016-11-22,24,21,22
84,2016-11-22,1124,314,332
85,2016-11-22,569,344,365
87,2016-11-22,0,1,1
89,2016-11-22,1634,637,664
90,2016-11-22,2,5,5
91,2016-11-22,0,1,1
92,2016-11-22,0,1,1
93,2016-11-22,0,9,9
94,2016-11-22,21,16,16
95,2016-11-22,1,2,3
96,2016-11-22,0,1,1
97,2016-11-22,25,19,20
98,2016-11-22,382,213,224
99,2016-11-22,3381,829,912
100,2016-11-22,0,0,0
101,2016-11-22,0,16,21
102,2016-11-22,0,0,0
103,2016-11-22,236,121,123
105,2016-11-22,0,1,1
106,2016-11-22,0,0,0
107,2016-11-22,499,327,338
108,2016-11-22,29,48,49
109,2016-11-22,524,199,215
110,2016-11-22,365,151,156
111,2016-11-22,0,0,0
112,2016-11-22,0,1,1
113,2016-11-22,349,278,285
114,2016-11-22,5,9,9
115,2016-11-22,35,40,41
116,2016-11-22,1,2,2
117,2016-11-22,986,516,565
120,2016-11-22,0,4,4
121,2016-11-22,15,19,21
122,2016-11-22,10,10,11
123,2016-11-22,0,0,0
124,2016-11-22,32,30,33
125,2016-11-22,2,2,2
126,2016-11-22,1187,453,467
127,2016-11-22,463,183,190
128,2016-11-22,0,2,2
129,2016-11-22,0,2,3
130,2016-11-22,0,1,1
131,2016-11-22,7,6,6
132,2016-11-22,10,16,18
133,2016-11-22,0,1,1
134,2016-11-22,0,1,1
135,2016-11-22,166,130,145
136,2016-11-22,95,95,108
137,2016-11-22,0,0,0
138,2016-11-22,0,1,1
139,2016-11-22,0,0,0
140,2016-11-22,0,3,3
141,2016-11-22,6,6,6
143,2016-11-22,19,31,33
144,2016-11-22,2,2,2
145,2016-11-22,0,1,1
146,2016-11-22,232,210,239
147,2016-11-22,0,0,0
148,2016-11-22,159,126,137
149,2016-11-22,2270,700,732
150,2016-11-22,28,26,29
151,2016-11-22,0,12,13
152,2016-11-22,18,23,23
153,2016-11-22,0,7,9
154,2016-11-22,254,125,132
155,2016-11-22,223,107,111
156,2016-11-22,0,0,0
157,2016-11-22,0,0,0
158,2016-11-22,0,1,1
159,2016-11-22,0,0,0
160,2016-11-22,9,16,16
161,2016-11-22,48,49,54
162,2016-11-22,10,26,29
163,2016-11-22,774,376,396
164,2016-11-22,351,221,260
165,2016-11-22,0,0,0
166,2016-11-22,0,0,0
167,2016-11-22,16,19,20
168,2016-11-22,0,1,1
169,2016-11-22,0,1,1
170,2016-11-22,11,15,16
171,2016-11-22,28,35,37
173,2016-11-22,0,1,1
174,2016-11-22,12,9,9
175,2016-11-22,0,1,1
176,2016-11-22,4,6,6
177,2016-11-22,2,2,2
178,2016-11-22,0,0,0
179,2016-11-22,0,0,0
180,2016-11-22,0,2,2
181,2016-11-22,0,0,0
182,2016-11-22,1,1,1
183,2016-11-22,4,3,3
184,2016-11-22,47,38,38
185,2016-11-22,108,47,48
186,2016-11-22,2595,700,754
187,2016-11-22,0,0,0
188,2016-11-22,6,4,4
189,2016-11-22,0,1,1
190,2016-11-22,3,5,5
191,2016-11-22,94,72,77
192,2016-11-22,2,10,10
193,2016-11-22,0,1,1
194,2016-11-22,0,0,0
195,2016-11-22,0,0,0
196,2016-11-22,10644,3084,3410
197,2016-11-22,0,0,0
198,2016-11-22,97,75,78
199,2016-11-22,176,134,139
200,2016-11-22,44,41,41
201,2016-11-22,8,13,14
202,2016-11-22,2,2,2
203,2016-11-22,64,30,34
204,2016-11-22,4,42,46
205,2016-11-22,88,69,73
206,2016-11-22,0,0,0
207,2016-11-22,0,1,1
208,2016-11-22,0,2,3
210,2016-11-22,19,16,19
211,2016-11-22,0,1,1
212,2016-11-22,0,0,0
213,2016-11-22,126,113,135
214,2016-11-22,21,23,23
215,2016-11-22,150,128,140
216,2016-11-22,53,43,44
217,2016-11-22,0,0,0
218,2016-11-22,489,280,298
219,2016-11-22,0,1,1
220,2016-11-22,527,230,252
221,2016-11-22,26,23,24
222,2016-11-22,42,46,49
223,2016-11-22,0,3,3
224,2016-11-22,0,0,0
225,2016-11-22,18,16,17
226,2016-11-22,150,86,96
227,2016-11-22,1040,272,287
228,2016-11-22,28,32,37
229,2016-11-22,618,434,458
232,2016-11-22,1,6,8
233,2016-11-22,1021,297,304
234,2016-11-22,0,2,2
235,2016-11-22,3910,1703,1969
236,2016-11-22,124,88,99
237,2016-11-22,4,15,16
238,2016-11-22,950,390,415
239,2016-11-22,24,26,26
240,2016-11-22,66,72,81
241,2016-11-22,0,12,12
242,2016-11-22,7,18,19
243,2016-11-22,0,3,3
245,2016-11-22,120,100,102
246,2016-11-22,0,1,1
247,2016-11-22,45,31,31
248,2016-11-22,592,212,228
249,2016-11-22,3,26,29
250,2016-11-22,187,131,136
251,2016-11-22,254,74,81
252,2016-11-22,22,19,19
253,2016-11-22,34,33,38
254,2016-11-22,6,7,8
257,2016-11-22,77,63,67
258,2016-11-22,4026,1358,1573
